_id,scientific_name,common_name,date,year,range,description,type,latitude,longitude,latlong,continent,country,size,commonSMame,common_SMme,image
,Romanogobio antipai,Romanogobio antipai,1890-01-01T00:00:00Z,1890,"Lower Danube, Romania and Ukraine",--,marine,48.3794,31.1656,"48.3794,31.1656",Europe,UA,SM,,,--
,Salvelinus neocomensis,Salvelinus neocomensis,1904-01-01T00:00:00Z,1904,"Lake Neuchâtel, Switzerland",--,marine,46.9107,6.8721,"46.9107,6.8721",Europe,CH,SM,,,--
,Gasterosteus crenobiontus,Techirghiol stickleback,1960-01-01T00:00:00Z,1960,"Lake Techirghiol, Romania",--,marine,45.9432,24.9668,"45.9432,24.9668",Europe,RO,SM,,,--
,Eudontomyzon,Ukrainian migratory lamprey,Unknown,Unknown,"Moldova, Russia and Ukraine",--,marine,47.4116,28.3699,"47.4116,28.3699",Europe,MD,SM,,,--
,Bos primigenius,Aurochs,1627-01-01T00:00:00Z,1627,Europe (native to Poland),--,land,51.9194,19.1451,"51.9194,19.1451",Europe,PL,SM,,,--
,Panthera tigris virgata,Caspian tiger,1970-01-01T00:00:00Z,1970,Turkey to Caucasus Mountains,--,land,38.9637,35.2433,"38.9637,35.2433",Europe,TR,SM,,,--
,Alces alces caucasicus,Caucasian moose,1850-01-01T00:00:00Z,1850,Caucasus Mountains,--,land,43.5852,45.0000,"43.5852,45.0000",Europe,RU,SM,,,--
,Bison bonasus caucasicus,Caucasian wisent,1925-01-01T00:00:00Z,1925,Caucasus Mountains,--,land,43.5852,45.0000,"43.5852,45.0000",Europe,RU,SM,,,--
,Bison bonasus hungarorum,Carpathian wisent,1790-01-01T00:00:00Z,1790,Carpathian Mountains,--,land,47.2390,25.5909,"47.2390,25.5909",Europe,RO,SM,,,--
,Lepus granatensis solisi,Majorcan hare,1980-01-01T00:00:00Z,1980,Spain (Majorca),--,land,39.6953,3.0176,"39.6953,3.0176",Europe,ES,SM,,,--
,Capra pyrenaica lusitanica,Portuguese ibex,1892-01-01T00:00:00Z,1892,Portugal and Spain,--,land,39.3999,8.2245,"39.3999,8.2245",Europe,PT,SM,,,--
,Capra pyrenaica pyrenaica,Pyrenean ibex,2000-01-01T00:00:00Z,2000,"Andorra, France, Portugal and Spain",--,land,42.5063,1.5218,"42.5063,1.5218",Europe,FR,SM,,,--
,Nesiotites similis,Sardinian giant shrew,1500--01-01T00:00:00Z,1500,Italy (Sardinia),--,land,40.1209,9.0129,"40.1209,9.0129",Europe,IT,SM,,,--
,Lynx lynx sardiniae*,Sardinian lynx,1900--01-01T00:00:00Z,1900,Italy (Sardinia),--,land,40.1209,9.0129,"40.1209,9.0129",Europe,IT,SM,,,--
,Prolagus sardus,Sardinian pika,1774-01-01T00:00:00Z,1774,Italy (Sardinia),--,land,40.1209,9.0129,"40.1209,9.0129",Europe,IT,SM,,,--
,Mus musculus muralis,St Kilda house mouse,1930-01-01T00:00:00Z,1930,United Kingdom (St Kilda),--,land,55.3781,3.4360,"55.3781,3.4360",Europe,UK,SM,,,--
,Equus ferus ferus,Tarpan,1909-01-01T00:00:00Z,1909,Europe,--,land,54.5260,15.2551,"54.5260,15.2551",Europe,EU,SM,,,--
,Podarcis lilfordi rodriquezi,Ratas Island lizard,1950-01-01T00:00:00Z,1950,Spain (Minorca),--,reptile,39.9496,4.1104,"39.9496,4.1104",Europe,ES,MD,,,--
,Gallotia simonyi simonyi,Roque Chico de Salmor giant lizard,1930-01-01T00:00:00Z,1930,Spain (Canary Islands),--,reptile,28.2916,16.6291,"28.2916,16.6291",Europe,ES,MD,,,--
,Podarcis sicula sanctistephani,Santo Stefano lizard,1965-01-01T00:00:00Z,1965,Italy (Santo Stefano Island),--,reptile,40.7897,13.4555,"40.7897,13.4555",Europe,IT,MD,,,--
